,symboling,normalized-losses,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price
138,2,83,subaru,gas,std,two,hatchback,fwd,front,93.7,0.758769822200865,0.8796680497925312,0.8979933110367894,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400,26,31,7053
139,2,83,subaru,gas,std,two,hatchback,4wd,front,93.3,0.7558865929841423,0.8824343015214384,0.931438127090301,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400,26,31,7603
140,0,102,subaru,gas,std,four,sedan,fwd,front,97.2,0.8265257087938491,0.9045643153526972,0.8779264214046824,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4800,32,37,7126
141,0,102,subaru,gas,std,four,sedan,fwd,front,97.2,0.8265257087938491,0.9045643153526972,0.8779264214046824,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4400,28,33,7775
142,0,102,subaru,gas,std,four,sedan,fwd,front,97.2,0.8265257087938491,0.9045643153526972,0.8779264214046824,2340,ohcf,four,108,mpfi,3.62,2.64,9.0,94,5200,26,32,9960
143,0,102,subaru,gas,std,four,sedan,4wd,front,97.0,0.8265257087938491,0.9045643153526972,0.9080267558528428,2385,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800,24,25,9233
144,0,102,subaru,gas,turbo,four,sedan,4wd,front,97.0,0.8265257087938491,0.9045643153526972,0.9080267558528428,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800,24,29,11259
145,0,89,subaru,gas,std,four,wagon,fwd,front,97.0,0.8337337818356559,0.9045643153526972,0.8862876254180603,2290,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800,28,32,7463
146,0,89,subaru,gas,std,four,wagon,fwd,front,97.0,0.8337337818356559,0.9045643153526972,0.8862876254180603,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94,5200,25,31,10198
147,0,85,subaru,gas,std,four,wagon,4wd,front,96.9,0.8342143200384431,0.9045643153526972,0.9180602006688964,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800,23,29,8013
148,0,85,subaru,gas,turbo,four,wagon,4wd,front,96.9,0.8342143200384431,0.9045643153526972,0.9180602006688964,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800,23,23,11694
149,1,87,toyota,gas,std,two,hatchback,fwd,front,95.7,0.762614127823162,0.8796680497925312,0.911371237458194,1985,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800,35,39,5348
150,1,87,toyota,gas,std,two,hatchback,fwd,front,95.7,0.762614127823162,0.8796680497925312,0.911371237458194,2040,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800,31,38,6338
151,1,74,toyota,gas,std,four,hatchback,fwd,front,95.7,0.762614127823162,0.8796680497925312,0.911371237458194,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800,31,38,6488
152,0,77,toyota,gas,std,four,wagon,fwd,front,95.7,0.8154733301297453,0.8796680497925312,0.988294314381271,2280,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800,31,37,6918
153,0,81,toyota,gas,std,four,wagon,4wd,front,95.7,0.8154733301297453,0.8796680497925312,0.988294314381271,2290,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800,27,32,7898
154,0,91,toyota,gas,std,four,wagon,4wd,front,95.7,0.8154733301297453,0.8796680497925312,0.988294314381271,3110,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800,27,32,8778
155,0,91,toyota,gas,std,four,sedan,fwd,front,95.7,0.7991350312349833,0.8907330567081606,0.8862876254180603,2081,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,30,37,6938
156,0,91,toyota,gas,std,four,hatchback,fwd,front,95.7,0.7991350312349833,0.8907330567081606,0.882943143812709,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,30,37,7198
157,0,91,toyota,diesel,std,four,sedan,fwd,front,95.7,0.7991350312349833,0.8907330567081606,0.8862876254180603,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500,34,36,7898
158,0,91,toyota,diesel,std,four,hatchback,fwd,front,95.7,0.7991350312349833,0.8907330567081606,0.882943143812709,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500,38,47,7788
159,0,91,toyota,gas,std,four,sedan,fwd,front,95.7,0.7991350312349833,0.8907330567081606,0.8862876254180603,2094,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,38,47,7738
160,0,91,toyota,gas,std,four,hatchback,fwd,front,95.7,0.7991350312349833,0.8907330567081606,0.882943143812709,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,28,34,8358
161,0,91,toyota,gas,std,four,sedan,fwd,front,95.7,0.7991350312349833,0.8907330567081606,0.882943143812709,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,28,34,9258
162,1,168,toyota,gas,std,two,sedan,rwd,front,94.5,0.810667948101874,0.8852005532503459,0.8795986622073579,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,29,34,8058
163,1,168,toyota,gas,std,two,hatchback,rwd,front,94.5,0.810667948101874,0.8852005532503459,0.8795986622073579,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,29,34,8238
164,1,168,toyota,gas,std,two,sedan,rwd,front,94.5,0.810667948101874,0.8852005532503459,0.8795986622073579,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600,26,29,9298
165,1,168,toyota,gas,std,two,hatchback,rwd,front,94.5,0.810667948101874,0.8852005532503459,0.8795986622073579,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600,26,29,9538
166,2,134,toyota,gas,std,two,hardtop,rwd,front,98.4,0.8467083133109082,0.9073305670816044,0.8695652173913044,2540,ohc,four,146,mpfi,3.62,3.50,9.3,116,4800,24,30,8449
167,2,134,toyota,gas,std,two,hardtop,rwd,front,98.4,0.8467083133109082,0.9073305670816044,0.8695652173913044,2536,ohc,four,146,mpfi,3.62,3.50,9.3,116,4800,24,30,9639
168,2,134,toyota,gas,std,two,hatchback,rwd,front,98.4,0.8467083133109082,0.9073305670816044,0.8695652173913044,2551,ohc,four,146,mpfi,3.62,3.50,9.3,116,4800,24,30,9989
169,2,134,toyota,gas,std,two,hardtop,rwd,front,98.4,0.8467083133109082,0.9073305670816044,0.8695652173913044,2679,ohc,four,146,mpfi,3.62,3.50,9.3,116,4800,24,30,11199
170,2,134,toyota,gas,std,two,hatchback,rwd,front,98.4,0.8467083133109082,0.9073305670816044,0.8695652173913044,2714,ohc,four,146,mpfi,3.62,3.50,9.3,116,4800,24,30,11549
171,2,134,toyota,gas,std,two,convertible,rwd,front,98.4,0.8467083133109082,0.9073305670816044,0.8862876254180603,2975,ohc,four,146,mpfi,3.62,3.50,9.3,116,4800,24,30,17669
172,-1,65,toyota,gas,std,four,sedan,fwd,front,102.4,0.8438250840941854,0.9197786998616875,0.9180602006688964,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,29,34,8948
173,-1,65,toyota,diesel,turbo,four,sedan,fwd,front,102.4,0.8438250840941854,0.9197786998616875,0.9180602006688964,2480,ohc,four,110,idi,3.27,3.35,22.5,73,4500,30,33,10698
174,-1,65,toyota,gas,std,four,hatchback,fwd,front,102.4,0.8438250840941854,0.9197786998616875,0.9013377926421405,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,27,32,9988
175,-1,65,toyota,gas,std,four,sedan,fwd,front,102.4,0.8438250840941854,0.9197786998616875,0.9180602006688964,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,27,32,10898
176,-1,65,toyota,gas,std,four,hatchback,fwd,front,102.4,0.8438250840941854,0.9197786998616875,0.9013377926421405,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,27,32,11248
177,3,197,toyota,gas,std,two,hatchback,rwd,front,102.9,0.8817876021143681,0.9363762102351315,0.8695652173913044,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200,20,24,16558
178,3,197,toyota,gas,std,two,hatchback,rwd,front,102.9,0.8817876021143681,0.9363762102351315,0.8695652173913044,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200,19,24,15998
179,-1,90,toyota,gas,std,four,sedan,rwd,front,104.5,0.9024507448342144,0.9197786998616875,0.9046822742474917,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156,5200,20,24,15690
180,-1,122.0,toyota,gas,std,four,wagon,rwd,front,104.5,0.9024507448342144,0.9197786998616875,0.9046822742474917,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156,5200,19,24,15750
181,2,122,volkswagen,diesel,std,two,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,0.931438127090301,2261,ohc,four,97,idi,3.01,3.40,23.0,52,4800,37,46,7775
182,2,122,volkswagen,gas,std,two,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,0.931438127090301,2209,ohc,four,109,mpfi,3.19,3.40,9.0,85,5250,27,34,7975
183,2,94,volkswagen,diesel,std,four,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,0.931438127090301,2264,ohc,four,97,idi,3.01,3.40,23.0,52,4800,37,46,7995
184,2,94,volkswagen,gas,std,four,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,0.931438127090301,2212,ohc,four,109,mpfi,3.19,3.40,9.0,85,5250,27,34,8195
185,2,94,volkswagen,gas,std,four,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,0.931438127090301,2275,ohc,four,109,mpfi,3.19,3.40,9.0,85,5250,27,34,8495
186,2,94,volkswagen,diesel,turbo,four,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,0.931438127090301,2319,ohc,four,97,idi,3.01,3.40,23.0,68,4500,37,42,9495
187,2,94,volkswagen,gas,std,four,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,0.931438127090301,2300,ohc,four,109,mpfi,3.19,3.40,10.0,100,5500,26,32,9995
188,3,122.0,volkswagen,gas,std,two,convertible,fwd,front,94.5,0.7654973570398848,0.8879668049792532,0.9297658862876255,2254,ohc,four,109,mpfi,3.19,3.40,8.5,90,5500,24,29,11595
189,3,256,volkswagen,gas,std,two,hatchback,fwd,front,94.5,0.7962518020182604,0.8852005532503459,0.8595317725752508,2221,ohc,four,109,mpfi,3.19,3.40,8.5,90,5500,24,29,9980
190,0,122.0,volkswagen,gas,std,four,sedan,fwd,front,100.4,0.865929841422393,0.9253112033195022,0.9214046822742475,2661,ohc,five,136,mpfi,3.19,3.40,8.5,110,5500,19,24,13295
191,0,122.0,volkswagen,diesel,turbo,four,sedan,fwd,front,100.4,0.865929841422393,0.9253112033195022,0.9214046822742475,2579,ohc,four,97,idi,3.01,3.40,23.0,68,4500,33,38,13845
192,0,122.0,volkswagen,gas,std,four,wagon,fwd,front,100.4,0.8798654493032196,0.9253112033195022,0.9214046822742475,2563,ohc,four,109,mpfi,3.19,3.40,9.0,88,5500,25,31,12290
193,-2,103,volvo,gas,std,four,sedan,rwd,front,104.3,0.9072561268620856,0.9294605809128631,0.939799331103679,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,28,12940
194,-1,74,volvo,gas,std,four,wagon,rwd,front,104.3,0.9072561268620856,0.9294605809128631,0.9615384615384616,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,28,13415
195,-2,103,volvo,gas,std,four,sedan,rwd,front,104.3,0.9072561268620856,0.9294605809128631,0.939799331103679,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,24,28,15985
196,-1,74,volvo,gas,std,four,wagon,rwd,front,104.3,0.9072561268620856,0.9294605809128631,0.9615384615384616,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,24,28,16515
197,-2,103,volvo,gas,turbo,four,sedan,rwd,front,104.3,0.9072561268620856,0.9294605809128631,0.939799331103679,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100,17,22,18420
198,-1,74,volvo,gas,turbo,four,wagon,rwd,front,104.3,0.9072561268620856,0.9294605809128631,0.9615384615384616,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100,17,22,18950
199,-1,95,volvo,gas,std,four,sedan,rwd,front,109.1,0.9072561268620856,0.9529737206085755,0.9280936454849499,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,28,16845
200,-1,95,volvo,gas,turbo,four,sedan,rwd,front,109.1,0.9072561268620856,0.9515905947441217,0.9280936454849499,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160,5300,19,25,19045
201,-1,95,volvo,gas,std,four,sedan,rwd,front,109.1,0.9072561268620856,0.9529737206085755,0.9280936454849499,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134,5500,18,23,21485
202,-1,95,volvo,diesel,turbo,four,sedan,rwd,front,109.1,0.9072561268620856,0.9529737206085755,0.9280936454849499,3217,ohc,six,145,idi,3.01,3.40,23.0,106,4800,26,27,22470
203,-1,95,volvo,gas,turbo,four,sedan,rwd,front,109.1,0.9072561268620856,0.9529737206085755,0.9280936454849499,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,19,25,22625
